puuid|accountId|summonerId|region|tier|summonerName|leaguePoints|rank|wins|losses|veteran|inactive|freshBlood|hotStreak|profileIconId|revisionDate|summonerLevel
IIKKuKXAnfjVapLt9X93HN7z1K9Vw2tiEPXCcAq265fsEALwEwv0FqMrhnZlgaizI0lZ4vpgkzXqXA|ykeCrXJ16IarXPipnihyxDMH7qyorx4-95mdjx-Q_gnb1Q|J136X_19lqRQpeXlcxOlaVxE64fLx1BKaurmmyb6XFq8FQY|euw1|grandmaster|RXBXCXP|736|I|411|378|False|False|True|True|4416|1595975708000|231
YKVtdWgd56qkcXcd4UToZAMO4bfRbblzZnzoiCJF8S_UrZgnFqB32n0-huJTaLWrRvEQut1Vm87M_Q|JO6rIr_JcM6PbqQzVnW3ipJ78xJwMqAQFl0rUWiLQkEah_c|bqMpxfw5fFNh6PxO_o3z51r8fxRhuX5t7HxPUu92WqyybBk|euw1|grandmaster|S1 Saviour|537|I|268|245|False|False|False|False|1627|1596022303000|286
AEnBsa9GdGJl3z1H4AOxbbUWtN1AWalgSuuQwSSV4tiCZHTei4vr0fhWs37P_o8J2J7S8Ji3hOBNKQ|2-59dJwB490RrvQ12JFSSKeAOMzqp6ppCa9LxWa5qi_hUA|yZho795m6UEHQq5tQuYydWt86SEzNG72rpNS5puy_7nh1mg|euw1|grandmaster|Alimo|417|I|286|232|False|False|False|False|579|1595526571000|165
x6avC8Uu-NqYUw9zvzSgFv-v-m3tYlMDgnZOgzWaxMMbPwCxWs1MEF03iNo27nFBHs6IMJXWcZwItA|NGpjDDjf4DmP6OxkHDe0ILLCo7l2s-w_UweNlQVifN710MxOpCwHxjkH|sFvysjR45KBGYATeLVBp9r8Sy7FI4FBMSy1nTFCNaVJ6lYRy|euw1|grandmaster|AUDI RS 7 1000HP|370|I|202|181|False|False|True|False|1151|1595979851000|169
HV3FXh2ME283ts5og5E2RieW6vzGX5XcN0b3YZDuDAt6eSpzDR9GMLP479Ny0xrWXhQTtaiBtoIzKA|TWmVQ9XmKeGBWIMLdp1r6e89KpKLG1i9nhzrtbclm0YQ73hVjPhWATQD|MAws4zThCMg6DA79CAPP1ANjJ3GIiRm0SD43Yl5dr2dWMMpx|euw1|grandmaster|LT KillSteal|564|I|256|167|False|False|False|False|4026|1595803626000|64
vaoes2UwEWzz5-X6_RfRrKyb3FHW8z8az7fz5z79HFg9YvRSQJVroFBdUzHZu42dJWddhxMS9A9Bcw|CBqB5YICCXRD6b3ngHItx4BlXcNid9Dq2kpe4ScImFCVTPI|SxSEPzJYS46YEeNsI67S4X7QROMxS07Eq_hgUjdZeAyZ3M8|euw1|grandmaster|Ciwi|681|I|463|356|False|False|True|False|4052|1595670763000|302
wdQM0VAPIaLCytWiO4hbgMuPGqtX_uqPAVZ9sm6AyYhBtKR739O3x9WqTyAWYlcbYc0hYHS0Zpa5AQ|L1g0fJY67tuITwSep4W58z_sk44kOdkJcJ3wjQIYZ8cZOw|ch8NuR40xBKaNmRDQby_wrI2zLGXYcT10lkEjdR1iWEvlEc|euw1|grandmaster|Drawleks234|413|I|130|114|False|False|True|False|1631|1595877714000|290
lL-eydijtvCH8aEwGdPuHiQJi_HmYIlz83jHrbwS-5Jo_ARsjtURuruMSyPPPiMET8dCjyYjsvomPQ|4vBrd7unCmSyw-u8g6rcYqsNu5Tx9EN7H6rK4tiwekaA6jY|XOxizfD4SjjmvTE38NhxMt7RxzJ35C9SZrpjvbj5zbMDKM8|euw1|grandmaster|VinxenCinderhulk|566|I|396|365|False|False|False|False|4656|1596037792000|372
5-hfScxUNlcHgO0R_M3EHX89PQcBavF-_rmWjRd9X4wqbzVqUqwu8pfNKc8X-bsxoNiQ_5mR9ItH8Q|C47yVDSwviv4a7gYLxqv_csjCJP9v6T1KFzZCYs20pjXuQ|Bgujdwd3WrDCF3aUHPoh4XZ4n50Em_-DHkpwoJkbL_0YpjI|euw1|grandmaster|DˉB|451|I|302|284|False|False|False|False|546|1596050841000|237
L-834qB0UrUpSGSiZIBiNw8MhT2eaFFPPVfZUYXkhY5v6zw5aHoBpmodwJDN5P_X91WFCVz8sBscvQ|5JPaQ76G7Ot9wr1VaGznZnBHPMrHdUO0iUBThKJ3NU8enA|8oT-06Bz5qQPYPJg3v-OcOvFgOiVB7UtuQOySfslRikIuaM|euw1|grandmaster|Pactus Brothers|380|I|321|304|True|False|False|False|4490|1595967545000|252
U6PgcTC_eWN_3J33DESIbAS2sX6VubjcmxIcrLqtyroXCDsnrXxlKNnj0flYtn3Q9cQrlPoMDW2oSQ|1gDKd4msRh0jYcR3t_B8At4iafGmTdwtAMjTZ6aQ6nSNOA|BjOe2X8Gnj_PbnFXc4XSlm5sbPLdE6kmsybWCUvAto_zWdc|euw1|grandmaster|Ekko the Neeko|589|I|628|593|False|False|True|False|4409|1594600980000|564
3hYMcbBQmSpAoLbthkgWqAKsr7BRs98rr2QMJ7lxs6bk53wHBngx0KBBpcSHCBY-bkpL2HovgK18Dg|thUajBYreDKjao7L4r69e8MCKClQ5rA-WLwmeV7mOrTjLHE|MYJ3sf4UoX7ZGz89ZZZSh5JWFT6Mldpaq3fHEsyyd8QLnrY|euw1|grandmaster|CG Spellbinder|592|I|452|424|False|False|True|True|7|1595938646000|255
epdFPkJ84j2VJsiGPWThN_agvE4hEvq59OE_TCK2U7EPvj5wTlGoJLu0YJP21H0MqxIw-PU1QnKuaQ|rg2gpdK1_o19ZLQ7xYjP1UTIgypuDpTbuku1ZoFuKDrqSfbjoY-B2kiO|0nzv58Fp561dK8XFxHE2vvM53G2T0EPCTQpa1Ry2AGNW8Fd7|euw1|grandmaster|neraminqe|440|I|300|251|False|False|False|False|593|1596060502000|292
O7UjNEpRmO3iB8zCSgHawfB0VoAY5CL1XlDM7j4E5DYd6C46JWQbJzHFg8akRk6-6vb1QC6-RF6M0Q|4Ggi7GVlR9PZjCkA0y6w89dvoQ5ZPGOKhRQBi4Bic-Pkqis|gdrIIxAYDXmbs-VVx6DGe8HcifqAmqUAy78sFOROXST1zo4|euw1|grandmaster|Radost|590|I|170|118|True|False|False|False|4660|1596146730000|84
NgZA7CYcjpvrgJpa8gS7SAj-y2CsX3M5Dk_WsV2VifyuTKpYULRjKIEZM6LXfDcyBdAPuY55ZMGTMA|AC62ghPsH8lUPdns9Dc-dvG4hZJXf3Q_zuBwlyTuP_KZgfEHYO05R3aK|YQ-gCccafLWjbqQIo2hDPl8rCePE0hZkS_urOTZcL3geM3Ei|euw1|grandmaster|XDSMILEYs6 |564|I|64|45|False|False|True|False|29|1596056644000|38
EGLRYjeul3uIs6reHahDUwKPRXgCPUWKrDesKirguXs8dCnA-cOpe5RPFF8qptHNy32zmwi5YT3Lbw|8f4GT8LVyJ1Wl9s4EWBzbicpdsNz8xHCf2KS86GlzUQeYA|MwVJIw5BCLKMZQfHPOfseiZ6u2GfXslwgZNxls6Lo1E9nQ8|euw1|grandmaster|FNC Pride|455|I|202|178|False|False|False|False|561|1595962092000|219
xhPH99Ulu6gRQYC-nxZoPgsblb-toYgOao1vnQ3htKpxAcW26y1kBEVx7LJZRQRLAWJIWCQVxb7IuA|Xok20hctQ2DvOJlE2SF4f4dv3-MCznzyYxgcsUt-xvEKmd4Pn0vVQ_st|ebOVWPxSGrkwYz4ptHLD1JEDeAFJdNH0MQQJvQWTCypccVmL|euw1|grandmaster|Hi Im Jacob|597|I|406|371|False|False|False|False|4161|1595692533000|292
zz3uhakIf-ADG11-3jM46rdOOUpO0GjhFogjPzSDBznibGhVJqAJNz6f4PVgK8-at12bfTpMkgLowQ|Ek8EKIO8eGB4RGJ4I6kjzRk4MN2QmJEs4EnKqr1DEL_-WIs|6DqERDMCJhRKb8ciBlvUfzuFTtRjOGgQFYJVA-qVb1VSyCo|euw1|grandmaster|BJK elramir|549|I|486|458|False|False|False|True|711|1595275623000|371
ATFQhSCjzI3uSFuA75g9qxNwlJu9tIm1Z-hsl1NVlcMazFP3Ffr55QG162Z16MzLJF03BveA5skacw|q0MLGQL4rvrXahjNxNT9y_oZkTLZjdTUM-7zlnb59dE5qg|89ZVtxKENBOss5I5Cx6m0oyCobnVLvUB6Gxnb9gQt7xZpqg|euw1|grandmaster|Deus San|578|I|293|239|False|False|False|True|544|1595955166000|159
PxLThTwx5HKgvw2zSZYSqoyXNxZKcOljeA5YRrjJ6Pp4R7K1vVT9VJ17VtrCwO0ZMqvIRhvpE5D3UA|tDZWRQlLk30FFCtCiUpLMQdn95vIg1HkmBg4YUBou3d_JaoCgYfsM8O7|DmHtGRLxpSZ5y-26C3QgO5X3Ig1I4BWMr3sUVkPmM35OFNT5|euw1|grandmaster|mumus104|460|I|213|169|False|False|False|False|4568|1595881639000|69
5OHuupF8QNkNP206nrA_UKTAmlPReUakoZqdUC4wI87xsSxh7wNcFAq36sMTs6hoXS2Oc1XDT-gl7A|Gh1eAtPOJot-E-ieq6a_MaFTJ3cTHlUWhS_UAn67sLkrT1Y|nqLVXfRtsftS5saPGOBLRCQlNMa8oJ73Eo42wMRI-jQ8pMs|euw1|grandmaster|ovuvuevuevuevue|422|I|288|224|True|False|False|False|3233|1595774738000|138
bzvTNF9253MBhI1IZyx0sg8EvP6DpnXpVBw4aRhvPzseE6WD_oUhkY2quSuUZZKT1ttVv-zig4r_ZQ|tElrmApICqzYyvrRBEB9eIM2osxF0Jg44-uvCiPIBkjPyA|t-oLCz6sWnVoaH629A4KClvLpYlE9Pmf4SaV0Oted3Lb7m8|euw1|grandmaster|Ηachi|609|I|263|233|False|False|False|True|4613|1596041316000|308
cBYp2m_3sX9Q4_TNim1oPzp0CGhAX5dqe4oNLQ8KT5lYdLXLqXIYBudevmfxXHIkm94OcRbB_I_gDA|SeqPjXgGNLSKFRGmaEnOOWHOASDEljwHE3X5YkEE2Z3b1A|Eg0obAlHgBz4ZeDbXqb1r0YCavgK7BMQZX-d0gl8BgMip7g|euw1|grandmaster|ΨΞΞΞΞΞΞΨ|670|I|204|162|True|False|False|False|4572|1596018668000|145
QuHTf_JvMXnurqyf05ABoBLboozWgF3RF-7CpZ1IJ94efBMFtKZWOX2luKFiApaHPEVYpaHMFPpF0A|oNI1FzDZo41x68YuGke1_nJTRjk10fbh5aMRM8YkufcX6jE|zrXeZ52jsLIs-wzbrRauqhfX1Qxq6C4XqhupdtEPIhH_OOs|euw1|grandmaster|FengDere|440|I|280|256|False|False|False|False|4417|1596051617000|289
LaKf8w2Fgl78EXL2HnL-azo6dOxP7vAnW3b2Oq1YNO6XqtycQcNfZuwCVGZ3vGmNgvp78SN24MH6qA|yYkKPgNHe5pWydPVrnUr-DniB9DbNx-UDZmK6YibKhWSAQ|sOGCGMyCSUAL4lTW-n03O3g6wlttBPzk4nJlDIPm2tpz92w|euw1|grandmaster|Rinky|533|I|422|413|False|False|False|False|3164|1595884190000|274
icTZr8z0AeoIcnI-gj6FO2rujawNAIlV3KEKEJqleWnU5FbKcwfHfJo7H5hbDKXDX3qCf_tCcRh4Rg|fnOurNidPzBezujH62wGnZVkVjvVrVA8o3qhkY_N_qzGdMA9EtHbMgsW|rKSrQnOUtn9UAl4i_pXOWQ3L6O_Wb4XcNdgGsi3gvXMkMTQ1|euw1|grandmaster|Rückendeckung|588|I|129|52|False|False|False|False|4568|1595883095000|45
ZzfR4W0OV4PsudH8PNlD-FUV8MYIs1FZAgDhBC-_hi8hCQCb94tNRS271FEKjyOEmB1V4Gm6sR09_A|CBNAcN5V3wXGkD8LnIPkOAh9Y8ANSpjGP1jGEVlVWgnaBYE|eCYTdXeXhkr-rSj79tklYzPAfovsVDv7CfHWltu-mbFeOyHC|euw1|grandmaster|Stefan 3|436|I|195|164|False|False|False|False|22|1595974682000|77
85IgJBTZuKyt4l2mbSHtsQXNeJbrPF-TetJUBj68jYiGiv0X4lYM83MSIBWanGYJoUt0bLWgcjdDdw|ljVSfsCNZgeQ8CO8b9hgiOfvrU0OZSb03yFM3b0UyRYWXC0gz1O0IHUs|eexTfOFZrFXrwuPf1nEp8HQsZnqLJOGxXFHuF3VIhDnsy7YN|euw1|grandmaster|Sora shi|462|I|180|117|False|False|False|False|3839|1596119728000|61
KCr42EuedE4F_kWCCb9Hh0ymHR9jPGSyBeRAa_Ju7BWhwQWF-eIGN4XPF-8FwXtx3H4zK_qotGMxaA|GAWbhivQVJaWZEeoSW_7B_AStynarnrYxYMd-1-BYn19xAmF_KPT8L70|BJn8N079RzMYLQF6ZN712_uqcmyBH6cSxurw6kV83HAkTqlE|euw1|grandmaster|Straw Hât Luffy|419|I|85|69|False|False|False|False|29|1595823221000|43
J94m47D4fRZagQ6QF5AQHY3wNZ2yDpCBvyhM4iF8fwGjIFhFtOnWXAPSWBCVvmNdNlI2sLCzNIlsEg|gXSRLUQECLvKZBBxx_ZKb54GyJjW27nGBhVnAZ10kMhjVBk1ltmgkg-h|prSOxcjjREycmlJ25TCQD2I3pk9HAvN7LGro1kx6qoREoWyO|euw1|grandmaster|i love dogsex|401|I|146|82|False|False|False|False|4418|1595777934000|98
qKDYSw1tmKai2CkBP6NkRN94_YLMaimurQ-TmAGdOfNE9jC-65Ib4Iw_KuJ8y6CfdKo9PP2piqV3RQ|tcqGv9q-gSKeHOZAI7yNbjxiZtcytcLn03EuJwc_CfEOf-Rz1KG_QDzW|SJ46DAHL58kgNikCeMzwJbkVAsTL0oqAG0Eqa0lBR9ysrsum|euw1|grandmaster|Jester1|440|I|307|252|False|False|False|False|3536|1595878497000|77
eVBl5l57HOn3tb_E2pe8H8sQiEHSeC-lyKmaE-7sn7Bk1H_mxd7mfHuWsPGvkagQu5YhoPXHGmCnpw|SGaDMhOrM8LdcIgjWPuq1t4Ff84Wu47wcBtz8UR6D6bdhw|C2tiox9nMMJSpqW-NxJwWqoGgNJ6mPs4HS6HEdFxXJN3p4g|euw1|grandmaster|sixsixsix666|363|I|380|355|False|False|True|False|2076|1596048102000|201
jqo-To0rsC05POKIf0R891yOd8bdK--OpqP9Hz4A6Ng6BhlKCCITp6SHUdyziLiMAJE4rehD9KGXbA|KTNqaX6TCK93iJRxXziFgc7G9q9Ep0dSXPwU8WKblr4qVuQ|3SA1Sf8DtnSIbnY3s3YWUTtoCefYowVwyraDp6KZPeV79mk|euw1|grandmaster|λ Aleykxar|409|I|577|562|False|False|True|False|4660|1596143075000|451
qofnksXUmAeekt7-LRQVr_jVvg2eUioVbrKmW9YJ2yqF-MhesEkxPr3D5u7w-lkGn_MbqF5ZtEUUUQ|eJ0el3cbYrhrEik8T4dUXDVB3k7cVo5aScpfJu71dQtD9A|3Zaf3a_f1QRNdcWhmob6OsAlwJEAeyYztTKmgBJ5QEnjmW0|euw1|grandmaster|Taikki|404|I|226|211|True|False|False|False|5|1595948498000|233
d2MNGUawUuZ8EsHtVBktskbAndpQcpMnvpk6cdO4571zGY_4sI5wj-ayhniCdmQlezhdx5ifn9haJQ|EOzD1vVxOZYapUTCdEzPsI9GMHCKKOMnl55G0XYlPXX1BA|7yYjNNmdufV-PrelFVz3x9-OEUHqhyCvnLkLQjv1e2FlIoM|euw1|grandmaster|Arabian Princess|368|I|372|312|False|False|True|False|3150|1596105293000|187
12T3jTLTOl5PDAmp1FquBTeIehbitm0xPeH48ecSTqd19xwabs6J8GOoq2aT4nzvwqdWLoLw77yFFg|UQjQGpy9JW3_GMtYMT0Y6iWDx8q6-OF4FGRDslRYxbAdbZ0|pklaXQ2sR7rkocpUO1Y5I48rnl3kN3IsfH6U0OnPgIG88e8|euw1|grandmaster|BARDO NO WARDO|596|I|187|150|True|False|False|False|4018|1595238829000|96
AGULXG66Uqn73qoltLM4czjDf8-MXOA6mubH-kt9KRGkHb0ANrvqRKYrpprQKkR-jghsuZ1F1kIw6w|rHB2wDVDwSqlPJXXJPxo8GfBTv3rhpoTL-6xUwo6GWncV4Y|qVx1dT3-uNzCMF6rEKHeH6It1hgX62KSwZTy34e9K_xtTeE|euw1|grandmaster|can i behave|528|I|142|118|True|False|False|False|4216|1595951903000|175
OOouyFjQThZejxpxlhyAZ7fLTVPSchlVTccIoppHf6j0vAXYypViFzUNPeYExgjdzm_O889XnQcmFg|6Tyt0vgiDTWeRL2gsqcbsZ-484-iuYwU_fi9GKPe4-Gauml154NYjHCp|MK88hc_wKLd-2uEk0Em4VBWevVB9rbDVFn6Cf4Q7HStPqAi7|euw1|grandmaster|Underground Cat|605|I|203|127|False|False|False|False|1114|1595866613000|73
uDqEQjimJa2JFSFCyYC-uxiXu5cTBhWKEgDJjk0CrJQOACrjG9-X0kw8iYoeTbN1mbC45kaneZQyMQ|rjBjYkXOCHYNPcMowG6JQlo81GDkxSAbfCUh3buXU8MuIVk|eaCVqe0p0RIU29FaPx82POghz38C93rQPYTMxHvtr8da_MzO|euw1|grandmaster|iHG Odi11|434|I|592|584|False|False|False|False|3227|1596068876000|364
uCEeohFkfLGD1tBPxKe49e4IgrF07mRMHC1peBH4G3HthSk_SRKShj0bjnC9TtagxApfsXrbbyvIyQ|t9BMoPSChIScOhFcOkmSV-dOLYle6M7cawDyIzsri91i-Lw|Ozz3VZmnzbUzJKwF1zi95_GPYlNti34iRcwcysCCKaw_QG4|euw1|grandmaster|Syndera|444|I|229|200|False|False|False|False|1639|1595512077000|297
0mat4PzhYfanX7aUxSs6ULteBPWM12S0tUw4iWuBws4WAWWMmBUYv4B6VCP8KS5mmWXjDvjp-BExZg|y4-_Qu4sWAO8sa-PgTrB1UjmbX_BU9fDggPzGnV1_MgPEw|NOm2zAO9zbNCa4_D30Qq2ifaKArDCBeJ5tZu7LiJIJNr5HM|euw1|grandmaster|Snow Lion|364|I|170|143|False|False|True|False|3180|1595893949000|379
qR5KnC--UPgRE8FB9_m_WOWA37FBZRWIrioNO2XTG8htKF6p7k5UYOBTS9HvLTwz-J5eCW3Xe54mTg|IS8z-RIs6-giIPcIluZD4ZKZZzoRuAuZpmGbhlE7J5BByQ|NSJmlID-tw8rPe3INkEHKsUyOjgwg4Z7EhfmN3kBfsZ4RNQ|euw1|grandmaster|420WeabooSlayer|684|I|715|698|False|False|True|False|898|1595966249000|413
qwShpTk2-mofYidt90KyiBn49ayOgyWXOelwgcfa03NxTGjQQtKMCxde4jOy8C-sFZtDj8DUS4SRAA|XSpnCmbl1EfYLiDStwVXwbZkKJhmNVqSWO1oOeKfLiY23E0|hNm73gFb4r8OvQS08WkiwTaOgCMepAl4CCmCkU20rhmvHWk|euw1|grandmaster|complete focus|545|I|414|392|False|False|False|False|4364|1596019988000|294
dt_5ZqJ5i9iBz7wnTW00y4K3WieHpXRj1hZVQNorZeJcSIyxzgHjUp28q30YnvYiU3hT6DvcWqPX3g|4g6x5hfy7hnO_M1a7Gr0HCJmLxYOsPBN2XLS35nrW6LjPQR_b4Ay3MpO|YMBSF_fwSbtqPx-NY5PhCMg9Lar4enIkCpNYprr0RDKFIctq|euw1|grandmaster|og Nukeduck1|509|I|461|437|True|False|False|False|1473|1596050377000|159
MwhiZG8KJ5A-bTRnZ6ojaewqPoUGeEQUJMog0zxV0H4DLNrITXfz4uFXtyvx7GxZyI7-YvKmmULRUA|K8BL58NnYtFiYs8XuVh8TeB19TyltlAHJuUuAEu5lp7YOQU|zI-YRTIz9BCkNSG5pfcKBc4mzeozk_XDYyu4AOvROtBBNFU|euw1|grandmaster|ArcadeZyra|514|I|652|636|True|False|False|False|3180|1595504057000|417
2xxH_f7dNSoBGY6JhVguNtgXKmhOudm5b1ECxCY3DR52eODHre9mbMx7bZ-8ubJ_k8rrna4zMHfEXA|S3KczUQyHsHbXPbEJ_wvCNFKvuplkj32g1zcQIM8Pz2qZ5w|RctpyjVp_1J6EP1ITmhKm2Me--mRJbPED894RGPoeQS-YzY|euw1|grandmaster|AHG Nicer Dicer|416|I|182|148|False|False|True|False|2074|1595679738000|152
9NWEqnar5Qbqt7voFDquh9nfcLQerh76f6KmuLSNaNIw__r9m9XlwLNlSFoNV-951nujQ_OiFFPJjA|vQVrzgjEaOkZF6_bRB_DiqTVbFp_sjT3lCliKld6pUVPkA|k7aiEKLHqmvukRGZSZWj0GGJPHmRYrwOl0X7VUZhIbo31us|euw1|grandmaster|HaN1202|669|I|370|321|False|False|True|False|7|1595887807000|356
ocF7SOWpZs4aOEfvRr_OUr2rv47V4LE-DQ6hGmhnep91H3TmpF4HZ39egPP5NkuYQslS_eexiXdjiw|pqQtTy-8vElDE5LbmOzCHIVABfZTveUW-QwpGX7hsWBSsnvhTfzWKPdR|9RnLyd4lw8NTbCbbDuO0nQLmwWnq410g7fCibZ_xUsBUC_CE|euw1|grandmaster|dead or dad|512|I|350|315|True|False|False|False|1450|1595972765000|414
fH7TGrcUPygx51PJgr9axekhHZ6kAvEes0HisLmdBZ5De7LLUkEGaKQHKDGsYbaemtmhRlcQ3wP5Vg|Z8EWvdzVNvWUFd74Kp5Cnoegw0pIb8IfutlPfiEv7a_8hk4|QUJLcK-ofG-kXMFCHR2wfWsUp0TFr-fDKDgoOF2pFFGCCP4|euw1|grandmaster|MAD Peng|517|I|389|377|False|False|False|False|4655|1596011958000|538
fB0GqNgDbPLQit2pygFeB4WpvH8q-F98OysBVgUO9OIDtMtHBwKYk0E6Lyzyso0qvEa9MyzZVL5uOA|aPiqYrSN5fbRr3b_g8QQZboCcaTeoz9oIwNje9u-_s0AQ1ROWnUxDC1Y|4s1FqCocFUo6iDfl4T9Hs2ZbErsNjbMvE2yDxR_hG5GB41eo|euw1|grandmaster|SołdSoulForLp|530|I|251|169|False|False|False|True|4304|1595676830000|66
SZMqnQVcid41NOyvj0rZfGpf2pASASaUXvuRpLW3ffiu9rJndyC4dstYwkr0NICKCwuOhU6IHIXoqQ|vOHgoUPpIFlTGIgvwc93Gbaq36URSQ_0N23A0x1x53Ea8g|jQDT8-bsny89m80mgZWV7Knu3iXw4k3kw_PoUpcESJl2wKA|euw1|grandmaster|Hætrixx|561|I|178|155|False|False|False|False|507|1596136225000|177
lx2N0owX-a7ZEtst32Pcnl2zMIWH1qiGCho2Yxe6x8sh5pcPlTMvCe23_QnkdrA325onvNSUx9nRow|WuvWhMXq756QStV37n2SKzS5Ns47IRAv2NGC2Ho68iPnv6M|iuiU_fk1pmN1RVh4rOHJAfwmdjgV-C14hpxiH0OR8aF0MgU|euw1|grandmaster|King Áir|536|I|230|203|False|False|False|False|4353|1596130612000|267
9k42TDPTbE-486pLz7W2oRLPtgBCodtf2d3n6l-1ninaWfNmjjEYNyio4hfY0ar3YIJ-MAmOXcGaNQ|bfuWi8o7N5s1OrpFE5conqSC3uiz7jUbxCBfCBJxfNR0Hg0|P27LtWYlb68_EjnLQAhTItxUhfDbQpINllgdNtFz9BpN1y8|euw1|master|a1a2a3a4afffffff|339|I|449|456|False|False|True|False|2074|1595905875000|370
h730m6LhdF7TaP_l-MH0pUcw-XIUHdHVc-pM1n49gfzgbyfbW2OeUDCmvsI9Ks5B1SHHmXhmf8Tl-w|HSccsCroRotEg0xYU1-cvzU7FbSkdB3rADgnt2RF7JaSl4NxXLAFKx-X|NoHASEAa4lFercTFdOwCa9Axcl11jygw61-hrJk8ybAhID7g|euw1|master|Υiren|31|I|121|108|False|False|False|False|4080|1596132000000|82
2skHB0gfnhQ0JVtjvs6vivBSbWNN5EScw_cq-qGlmAR9mnq1GKn19-WBdapvpDyMMJjSk8ZU7aeOFA|l8Y9TNs_PnCNAa3CQNOmmjcqjrrl7znveasVq2wXRN0RjBM|omGa6spbW1Wh911UAPLFVWuetTXnKfvsMV_j913W29By6WI|euw1|master|Koray Knife|240|I|271|163|False|False|False|False|3859|1595973694000|221
NJWHy0O4yAoIKGjgrPXt4LDDfG_HRzb5is_P6j5uGrQct_higKfwWlJs1BkMJlkcjwc7uUof935VqQ|6WQxhtH6qapLnqY0i4n_kZEOLRZ9YATIVQcbiRo-MPIor7gcj3F27B90|q1MFiRr6MmE-u3j9tV-L8AUgvKVy4v37olTXTymm_YpLwCX8|euw1|master|yujijyik|16|I|69|59|False|False|False|False|29|1596142692000|40
Rx7QA-oNpEee7v2aH5Fd7k8xTeIF_S4RhiMcceAYVQKnk-jP7aeX_LOSh9r95HCVHMLipMbsNP34BA|UgzwsLx9R7DjjPVQq7Yd2s0FbkOUFu6Sb3FTfYVzyFUZ6_Q|LMuFHi4zz9k0DgIUFYQ_DUQUVqIZxWXaXiB4iRcWee9B7r0|euw1|master|BruIand|0|I|248|227|False|False|True|True|3058|1595984139000|305
2lrUUjXshf6-tvXesog9xtUPRoOIZj-FjqEHhJFyUi05xctlHZHf3opboD91SieOJfeqNXWBe-3sgg|u9ue2D3j14ZA5cvMguJH4EhZgyw7coobUGqKxsWjpXaFuH6qfUzsv0ya|w7FnvnedBitE6UfJjw-zZK0m_ojKGGJPM-AdcQFqIoQp6yQu|euw1|master|1ane2RuleThemAll|154|I|104|39|False|False|False|False|3545|1596118548000|41
tS-0plKIFDqAK7rSqGv-1Q26gdfvZytjXNFU9LcFQrZHPsi1Kvy2BbRStsAJrBzaylpPj7MlyJhfYg|1EXGlv3qDrnuRCHDQpWo5kQ4nMocoGVTR2VJXaaiWOJNlQ|XOpiygAAaWV8rYkFm9RjE-Oo5BT5oqcyrICdG7FtZJ2S9WQ|euw1|master|Maroc3000|377|I|307|292|False|False|False|True|691|1596138255000|316
AiGOPEEqhIoEtfy_KP4ov4oEcA3sf1YzSJkg-ooOq3dLp5VOgeaIVup3AmCexZucPTkdCuZu4tzNBw|2E2zHmabSkrTjfeAP2X8oewJK4eI3f3nRScLrYQwFJ-XXg|pqczqVqL46G0XANIRmw9p2ndD8e14l6V30f4S_XWIWVdIDE|euw1|master|eMz Fendras|298|I|235|218|False|False|False|False|578|1596072196000|261
hpU1ideQ5XQophAsXuYjQ_TK8aDnUEQCYIpC1PxJYZU9iUjeeBM27YSHXDXntcDkF4ogd84gJebY9A|6XwbwILBMUd0kH1HXnT0ej5k4i08Tf8je27qrBoSMnrDpNQ|9GTwg3dlq8U4_V5rwLNnLKfmKqjkREyhG4yea_BDMqDV1LI|euw1|master|Afterhxurs|19|I|88|73|False|False|True|False|4658|1596069712000|348
nZzMcXlNVSe9o6cdit7lzzw8avkFfYcwse6rWN7bNMZPNPOV2rDWt9eV9o1-DRT5aqteaikNEwk2Qw|j53bF_Ax7oqa987f9BKk5Gfzv18B_Em-fjaGgiD04mai1no|kjeN8aq1cijcrCjnytBE8T-LFcART89eMG7VKIY7fis-y7Q|euw1|master|Süleyman|209|I|467|461|False|False|False|True|4490|1595979464000|351
1L2L109e7PfCNhO_EMJsIMVrjQOPjOgij3_rnBg2ee6VVS6Ck-3Pzsnbi9Bg3QBoudEMT_N76eTfYA|eMSyoF9c_5uqGB0nKVT-tW_rYD8TkWuL8cfIl-AwDvCLF3H0c41A_EpR|K_ixTSW9lYa1GcO7X3kVhRzoXylTxW8u1gRT0GIzmWGteO7y|euw1|master|Gravity is time|97|I|230|160|True|False|False|False|6|1595456812000|58
3JMSnv8uMJg4HoUaWWkiAS9L3r9BaiXLnz6l49MonEYkYsQEyY1FFJ8bX2VpBKUzQVfIhi1sU86i4A|a_TarXz_6qKlSv-6H1I5K7--vJnlGLzOkVxncLJpawmzwFPcDla2qqJK|vKCMStGLsCcGKiFsAyZQ4s92JjlEkowd3Kymn6qnhF7xQYcF|euw1|master|I LOVE YOUR MOM|28|I|186|164|False|False|False|False|3497|1595763491000|311
z2AFbDfLawwCgKNLNvmLB0swvN6z-0_v-CM0u1N5ZoTjIV6mv7JjYBuCbyu7LnYuwT_j8nurgZJUeg|_y-4u1YbQZII4b5mqNBCloUTh4_6QXk7r1tOgV_6_EveZgBXNLOUB2ZJ|wCgzmJRgVbJE53EuR7ouBsJcWiGvl2V0ipDjqY1FQ7hi4__P|euw1|master|ZalJK|98|I|215|199|False|False|True|False|641|1596052681000|169
